"name","chrom","strand","txStart","txEnd","cdsStart","cdsEnd","exonCount","exonStarts","exonEnds","alias","tss","pas"
"YDR336W","chrIV","+",1145091,1146036,1145091,1146036,1,"1145091,","1146036,","YDR336W",1145253,1146130
"YDR337W","chrIV","+",1146318,1147179,1146318,1147179,1,"1146318,","1147179,","MRPS28",1146270,1147245
"YDR338C","chrIV","-",1147378,1149466,1147378,1149466,1,"1147378,","1149466,","YDR338C",1149525,1147255
"YDR339C","chrIV","-",1149950,1150520,1149950,1150520,1,"1149950,","1150520,","FCF1",1150531,1149872
"YDR341C","chrIV","-",1151802,1153626,1151802,1153626,1,"1151802,","1153626,","YDR341C",1153662,1151639
"YDR342C","chrIV","-",1154215,1155928,1154215,1155928,1,"1154215,","1155928,","HXT7",1156014,1154081
"YDR345C","chrIV","-",1162956,1164660,1162956,1164660,1,"1162956,","1164660,","HXT3",1164692,1162813
"YDR346C","chrIV","-",1167213,1168659,1167213,1168659,1,"1167213,","1168659,","SVF1",1168816,1166938
"YDR347W","chrIV","+",1169177,1170143,1169177,1170143,1,"1169177,","1170143,","MRP1",1169114,1170260
"YDR348C","chrIV","-",1170325,1171825,1170325,1171825,1,"1170325,","1171825,","YDR348C",1172024,1170146
"YDR349C","chrIV","-",1172385,1174176,1172385,1174176,1,"1172385,","1174176,","YPS7",1174258,1172217
"YDR350C","chrIV","-",1176119,1178174,1176119,1178174,1,"1176119,","1178174,","ATP22",1178202,1176032
"YDR351W","chrIV","+",1178665,1181260,1178665,1181260,1,"1178665,","1181260,","SBE2",1178445,1181409
"YDR352W","chrIV","+",1181800,1182754,1181800,1182754,1,"1181800,","1182754,","YDR352W",1181623,1182983
"YDR353W","chrIV","+",1183298,1184258,1183298,1184258,1,"1183298,","1184258,","TRR1",1183251,1184337
"YDR354W","chrIV","+",1184746,1185889,1184746,1185889,1,"1184746,","1185889,","TRP4",1184621,1185958
"YDR356W","chrIV","+",1186106,1188941,1186106,1188941,1,"1186106,","1188941,","SPC110",1186037,1189268
"YDR357C","chrIV","-",1189198,1189567,1189198,1189567,1,"1189198,","1189567,","CNL1",1189720,1189150
"YDR358W","chrIV","+",1190058,1191732,1190058,1191732,1,"1190058,","1191732,","GGA1",1190007,1191893
"YDR359C","chrIV","-",1191935,1194884,1191935,1194884,1,"1191935,","1194884,","EAF1",1194879,1191753
"YDR361C","chrIV","-",1195411,1196263,1195411,1196263,1,"1195411,","1196263,","BCP1",1196297,1195161
"YDR362C","chrIV","-",1196678,1198697,1196678,1198697,1,"1196678,","1198697,","TFC6",1198807,1196628
"YDR363W","chrIV","+",1199182,1200553,1199182,1200553,1,"1199182,","1200553,","ESC2",1199034,1200721
"YDR363W-A","chrIV","+",1202127,1202397,1202127,1202397,1,"1202127,","1202397,","SEM1",1202112,1202650
"YDR364C","chrIV","-",1202842,1204210,1202842,1204210,1,"1202842,","1204210,","CDC40",1204243,1202569
"YDR365C","chrIV","-",1204496,1206383,1204496,1206383,1,"1204496,","1206383,","ESF1",1206453,1204410
"YDR367W","chrIV","+",1212847,1213614,1212847,1213614,2,"1212847,1212978,","1212877,1213614,","KEI1",1212768,1213675
"YDR366C","chrIV","-",1212437,1212836,1212437,1212836,1,"1212437,","1212836,","YDR366C",1212899,1212244
"YDR368W","chrIV","+",1213903,1214842,1213903,1214842,1,"1213903,","1214842,","YPR1",1213853,1215004
"YDR369C","chrIV","-",1215015,1217580,1215015,1217580,1,"1215015,","1217580,","XRS2",1217603,1214910
"YDR370C","chrIV","-",1217781,1219110,1217781,1219110,1,"1217781,","1219110,","YDR370C",1219110,1217728
"YDR371W","chrIV","+",1219412,1220948,1219412,1220948,1,"1219412,","1220948,","CTS2",1219350,1221056
"YDR372C","chrIV","-",1221111,1222149,1221111,1222149,1,"1221111,","1222149,","VPS74",1222412,1220967
"YDR373W","chrIV","+",1222758,1223331,1222758,1223331,1,"1222758,","1223331,","FRQ1",1222646,1223457
"YDR374W-A","chrIV","+",1224756,1225026,1224756,1225026,1,"1224756,","1225026,","YDR374W-A",1224757,1225271
"YDR375C","chrIV","-",1225165,1226536,1225165,1226536,1,"1225165,","1226536,","BCS1",1226536,1225094
"YDR376W","chrIV","+",1226821,1228303,1226821,1228303,1,"1226821,","1228303,","ARH1",1226812,1228371
"YDR377W","chrIV","+",1228610,1228916,1228610,1228916,1,"1228610,","1228916,","ATP17",1228516,1229189
"YDR378C","chrIV","-",1229348,1229609,1229348,1229609,1,"1229348,","1229609,","LSM6",1229627,1229185
"YDR379W","chrIV","+",1230166,1233196,1230166,1233196,1,"1230166,","1233196,","RGA2",1230033,1233279
"YDR379C-A","chrIV","-",1233277,1233517,1233277,1233517,1,"1233277,","1233517,","YDR379C-A",1233547,1233144
"YDR380W","chrIV","+",1234217,1236125,1234217,1236125,1,"1234217,","1236125,","ARO10",1234113,1236250
"YDR381W","chrIV","+",1236557,1238004,1236557,1238004,2,"1236557,1237608,","1236842,1238004,","YRA1",1236461,1238196
"YDR381C-A","chrIV","-",1238311,1238850,1238311,1238850,2,"1238311,1238824,","1238630,1238850,","YDR381C-A",1239081,1238203
"YDR382W","chrIV","+",1239491,1239824,1239491,1239824,1,"1239491,","1239824,","RPP2B",1239411,1239969
"YDR383C","chrIV","-",1239959,1240676,1239959,1240676,1,"1239959,","1240676,","NKP1",1240698,1239898
"YDR384C","chrIV","-",1241203,1242031,1241203,1242031,1,"1241203,","1242031,","ATO3",1242116,1241043
"YDR385W","chrIV","+",1243229,1245758,1243229,1245758,1,"1243229,","1245758,","EFT2",1243184,1245910
"YDR386W","chrIV","+",1246083,1247982,1246083,1247982,1,"1246083,","1247982,","MUS81",1246076,1248091
"YDR387C","chrIV","-",1248153,1249821,1248153,1249821,1,"1248153,","1249821,","YDR387C",1249967,1248018
"YDR388W","chrIV","+",1250185,1251634,1250185,1251634,1,"1250185,","1251634,","RVS167",1250160,1251755
"YDR389W","chrIV","+",1252536,1254501,1252536,1254501,1,"1252536,","1254501,","SAC7",1252015,1254756
"YDR390C","chrIV","-",1254936,1256847,1254936,1256847,1,"1254936,","1256847,","UBA2",1256876,1254852
"YDR391C","chrIV","-",1257357,1258056,1257357,1258056,1,"1257357,","1258056,","YDR391C",1258067,1257300
"YDR392W","chrIV","+",1258695,1259709,1258695,1259709,1,"1258695,","1259709,","SPT3",1258626,1259839
"YDR394W","chrIV","+",1261680,1262967,1261680,1262967,1,"1261680,","1262967,","RPT3",1261577,1263062
"YDR395W","chrIV","+",1263323,1266158,1263323,1266158,1,"1263323,","1266158,","SXM1",1263202,1266251
"YDR397C","chrIV","-",1266365,1266898,1266365,1266898,2,"1266365,1266861,","1266769,1266898,","NCB2",1266948,1266195
"YDR398W","chrIV","+",1267470,1269402,1267470,1269402,1,"1267470,","1269402,","UTP5",1267435,1269508
"YDR399W","chrIV","+",1270067,1270733,1270067,1270733,1,"1270067,","1270733,","HPT1",1269999,1270846
"YDR400W","chrIV","+",1271062,1272085,1271062,1272085,1,"1271062,","1272085,","URH1",1271043,1272254
"YDR404C","chrIV","-",1276653,1277169,1276653,1277169,1,"1276653,","1277169,","RPB7",1277361,1276506
"YDR405W","chrIV","+",1277645,1278437,1277645,1278437,1,"1277645,","1278437,","MRP20",1277593,1278578
"YDR406W","chrIV","+",1279209,1283799,1279209,1283799,1,"1279209,","1283799,","PDR15",1279089,1283913
"YDR407C","chrIV","-",1284068,1287938,1284068,1287938,1,"1284068,","1287938,","TRS120",1288018,1284000
"YDR408C","chrIV","-",1288214,1288859,1288214,1288859,1,"1288214,","1288859,","ADE8",1288920,1288045
"YDR409W","chrIV","+",1289405,1292120,1289405,1292120,1,"1289405,","1292120,","SIZ1",1289367,1292452
"YDR410C","chrIV","-",1292371,1293091,1292371,1293091,1,"1292371,","1293091,","STE14",1293154,1292300
"YDR411C","chrIV","-",1293368,1294394,1293368,1294394,1,"1293368,","1294394,","DFM1",1294416,1293305
"YDR412W","chrIV","+",1294692,1295400,1294692,1295400,1,"1294692,","1295400,","RRP17",1294644,1295551
"YDR414C","chrIV","-",1295597,1296686,1295597,1296686,1,"1295597,","1296686,","ERD1",1296863,1295440
"YDR415C","chrIV","-",1297036,1298161,1297036,1298161,1,"1297036,","1298161,","YDR415C",1298205,1296947
"YDR416W","chrIV","+",1298431,1301011,1298431,1301011,1,"1298431,","1301011,","SYF1",1298336,1301043
"YDR418W","chrIV","+",1301615,1302113,1301615,1302113,1,"1301615,","1302113,","RPL12B",1301590,1302214
"YDR419W","chrIV","+",1303173,1305072,1303173,1305072,1,"1303173,","1305072,","RAD30",1303168,1305429
"YDR420W","chrIV","+",1306266,1311675,1306266,1311675,1,"1306266,","1311675,","HKR1",1306000,1311862
"YDR421W","chrIV","+",1312039,1314892,1312039,1314892,1,"1312039,","1314892,","ARO80",1311950,1315162
"YDR422C","chrIV","-",1315325,1317773,1315325,1317773,1,"1315325,","1317773,","SIP1",1317829,1315270
"YDR423C","chrIV","-",1318045,1319275,1318045,1319275,1,"1318045,","1319275,","CAD1",1319247,1317977
"YDR424C","chrIV","-",1319386,1319841,1319386,1319841,3,"1319386,1319697,1319816,","1319617,1319720,1319841,","DYN2",1319867,1319344
"YDR425W","chrIV","+",1320063,1321941,1320063,1321941,1,"1320063,","1321941,","SNX41",1320014,1321941
"YDR427W","chrIV","+",1322204,1323386,1322204,1323386,1,"1322204,","1323386,","RPN9",1322173,1323468
"YDR428C","chrIV","-",1323453,1324239,1323453,1324239,1,"1323453,","1324239,","BNA7",1324267,1323347
"YDR429C","chrIV","-",1324476,1325301,1324476,1325301,1,"1324476,","1325301,","TIF35",1325319,1324352
"YDR430C","chrIV","-",1325500,1328470,1325500,1328470,1,"1325500,","1328470,","CYM1",1328527,1325450
"YDR432W","chrIV","+",1328782,1330027,1328782,1330027,1,"1328782,","1330027,","NPL3",1328755,1330135
"YDR434W","chrIV","+",1331236,1332841,1331236,1332841,1,"1331236,","1332841,","GPI17",1331141,1332956
"YDR435C","chrIV","-",1332982,1333969,1332982,1333969,1,"1332982,","1333969,","PPM1",1333981,1332857
"YDR436W","chrIV","+",1334820,1336953,1334820,1336953,1,"1334820,","1336953,","PPZ2",1334576,1337115
"YDR437W","chrIV","+",1337351,1337774,1337351,1337774,1,"1337351,","1337774,","GPI19",1337293,1337774
"YDR438W","chrIV","+",1338273,1339386,1338273,1339386,1,"1338273,","1339386,","THI74",1338211,1339486
"YDR439W","chrIV","+",1339675,1340719,1339675,1340719,1,"1339675,","1340719,","LRS4",1339624,1340910
"YDR440W","chrIV","+",1342492,1344241,1342492,1344241,1,"1342492,","1344241,","DOT1",1342398,1344328
"YDR441C","chrIV","-",1344516,1345062,1344516,1345062,1,"1344516,","1345062,","APT2",1345211,1344352
"YDR443C","chrIV","-",1345675,1349938,1345675,1349938,1,"1345675,","1349938,","SSN2",1350027,1345342
"YDR444W","chrIV","+",1350289,1352353,1350289,1352353,1,"1350289,","1352353,","YDR444W",1350225,1352402
"YDR446W","chrIV","+",1353724,1354633,1353724,1354633,1,"1353724,","1354633,","ECM11",1353709,1354633
"YDR447C","chrIV","-",1354828,1355553,1354828,1355553,2,"1354828,1355550,","1355236,1355553,","RPS17B",1355574,1354711
"YDR448W","chrIV","+",1356064,1357369,1356064,1357369,1,"1356064,","1357369,","ADA2",1356012,1357598
"YDR449C","chrIV","-",1357579,1358902,1357579,1358902,1,"1357579,","1358902,","UTP6",1358931,1357522
"YDR450W","chrIV","+",1359922,1360798,1359922,1360798,2,"1359922,1360404,","1359969,1360798,","RPS18A",1359902,1360915
"YDR451C","chrIV","-",1361119,1362181,1361119,1362181,1,"1361119,","1362181,","YHP1",1362234,1360908
"YDR452W","chrIV","+",1362877,1364902,1362877,1364902,1,"1362877,","1364902,","PPN1",1362740,1365090
"YDR453C","chrIV","-",1365071,1365662,1365071,1365662,1,"1365071,","1365662,","TSA2",1365401,1364988
"YDR454C","chrIV","-",1366263,1366827,1366263,1366827,1,"1366263,","1366827,","GUK1",1366864,1366161
"YDR456W","chrIV","+",1367484,1369386,1367484,1369386,1,"1367484,","1369386,","NHX1",1367457,1369492
"YDR457W","chrIV","+",1369789,1379596,1369789,1379596,1,"1369789,","1379596,","TOM1",1369676,1379652
"YDR458C","chrIV","-",1380054,1382046,1380054,1382046,1,"1380054,","1382046,","HEH2",1382095,1379881
"YDR459C","chrIV","-",1382318,1383443,1382318,1383443,1,"1382318,","1383443,","PFA5",1383539,1382152
"YDR460W","chrIV","+",1383810,1384776,1383810,1384776,1,"1383810,","1384776,","TFB3",1383671,1384877
"YDR461W","chrIV","+",1385175,1385286,1385175,1385286,1,"1385175,","1385286,","MFA1",1385153,1385432
"YDR461C-A","chrIV","-",1385523,1385766,1385523,1385766,1,"1385523,","1385766,","YDR461C-A",1385842,1385387
"YDR462W","chrIV","+",1386072,1386516,1386072,1386516,1,"1386072,","1386516,","MRPL28",1386019,1386639
"YDR463W","chrIV","+",1386815,1388375,1386815,1388375,1,"1386815,","1388375,","STP1",1386788,1388578
"YDR464W","chrIV","+",1388871,1393179,1388871,1393179,1,"1388871,","1393179,","SPP41",1388781,1393337
"YDR465C","chrIV","-",1393335,1394574,1393335,1394574,1,"1393335,","1394574,","RMT2",1394617,1393200
"YDR466W","chrIV","+",1395120,1397817,1395120,1397817,1,"1395120,","1397817,","PKH3",1395007,1398050
"YDR468C","chrIV","-",1398025,1398700,1398025,1398700,1,"1398025,","1398700,","TLG1",1398752,1397903
"YDR469W","chrIV","+",1399014,1399542,1399014,1399542,1,"1399014,","1399542,","SDC1",1399014,1399607
"YDR470C","chrIV","-",1399705,1401214,1399705,1401214,1,"1399705,","1401214,","UGO1",1401299,1399534
"YDR471W","chrIV","+",1401769,1402564,1401769,1402564,2,"1401769,1402184,","1401800,1402564,","RPL27B",1401745,1402681
"YDR472W","chrIV","+",1403321,1404173,1403321,1404173,1,"1403321,","1404173,","TRS31",1403252,1404297
"YDR473C","chrIV","-",1404444,1405854,1404444,1405854,1,"1404444,","1405854,","PRP3",1405925,1404207
"YDR476C","chrIV","-",1410452,1411127,1410452,1411127,1,"1410452,","1411127,","YDR476C",1411145,1410251
"YDR477W","chrIV","+",1412372,1414274,1412372,1414274,1,"1412372,","1414274,","SNF1",1412079,1414402
"YDR478W","chrIV","+",1414574,1415171,1414574,1415171,1,"1414574,","1415171,","SNM1",1414538,1415237
"YDR479C","chrIV","-",1415209,1416874,1415209,1416874,1,"1415209,","1416874,","PEX29",1416922,1415126
"YDR480W","chrIV","+",1417398,1418370,1417398,1418370,1,"1417398,","1418370,","DIG2",1417325,1418524
"YDR481C","chrIV","-",1418549,1420250,1418549,1420250,1,"1418549,","1420250,","PHO8",1420283,1418440
"YDR482C","chrIV","-",1420430,1420838,1420430,1420838,1,"1420430,","1420838,","CWC21",1420875,1420331
"YDR483W","chrIV","+",1421156,1422485,1421156,1422485,1,"1421156,","1422485,","KRE2",1421131,1422613
"YDR484W","chrIV","+",1422762,1424688,1422762,1424688,1,"1422762,","1424688,","VPS52",1422714,1424821
"YDR485C","chrIV","-",1424819,1427207,1424819,1427207,1,"1424819,","1427207,","VPS72",1427234,1424563
"YDR486C","chrIV","-",1427430,1428120,1427430,1428120,1,"1427430,","1428120,","VPS60",1428129,1427303
"YDR487C","chrIV","-",1428353,1428980,1428353,1428980,1,"1428353,","1428980,","RIB3",1429059,1428259
"YDR488C","chrIV","-",1429187,1430789,1429187,1430789,1,"1429187,","1430789,","PAC11",1430838,1429021
"YDR489W","chrIV","+",1431011,1431896,1431011,1431896,1,"1431011,","1431896,","SLD5",1431003,1431976
"YDR490C","chrIV","-",1431967,1434268,1431967,1434268,1,"1431967,","1434268,","PKH1",1434353,1431800
"YDR492W","chrIV","+",1434923,1435874,1434923,1435874,1,"1434923,","1435874,","IZH1",1434770,1435966
"YDR493W","chrIV","+",1436216,1436588,1436216,1436588,1,"1436216,","1436588,","MZM1",1436129,1436708
"YDR494W","chrIV","+",1436929,1438015,1436929,1438015,1,"1436929,","1438015,","RSM28",1436866,1438092
"YDR495C","chrIV","-",1438114,1441150,1438114,1441150,1,"1438114,","1441150,","VPS3",1441195,1437922
"YDR496C","chrIV","-",1441432,1443403,1441432,1443403,1,"1441432,","1443403,","PUF6",1443431,1441359
"YDR497C","chrIV","-",1443712,1445467,1443712,1445467,1,"1443712,","1445467,","ITR1",1445542,1443629
"YDR498C","chrIV","-",1445842,1446994,1445842,1446994,1,"1445842,","1446994,","SEC20",1447037,1445770
"YDR499W","chrIV","+",1447829,1450073,1447829,1450073,1,"1447829,","1450073,","LCD1",1447791,1450193
"YDR500C","chrIV","-",1450197,1450853,1450197,1450853,2,"1450197,1450846,","1450457,1450853,","RPL37B",1450901,1450108
"YDR501W","chrIV","+",1451352,1452918,1451352,1452918,1,"1451352,","1452918,","PLM2",1451329,1453098
"YDR502C","chrIV","-",1453309,1454464,1453309,1454464,1,"1453309,","1454464,","SAM2",1454512,1453017
"YDR503C","chrIV","-",1455041,1455866,1455041,1455866,1,"1455041,","1455866,","LPP1",1455949,1454883
"YDR505C","chrIV","-",1456694,1459220,1456694,1459220,1,"1456694,","1459220,","PSP1",1459409,1456401
"YDR506C","chrIV","-",1459727,1461554,1459727,1461554,1,"1459727,","1461554,","YDR506C",1461572,1459727
"YDR507C","chrIV","-",1462357,1465786,1462357,1465786,1,"1462357,","1465786,","GIN4",1465911,1462177
"YDR508C","chrIV","-",1466452,1468444,1466452,1468444,1,"1466452,","1468444,","GNP1",1468488,1466239
"YDR510W","chrIV","+",1469399,1469705,1469399,1469705,1,"1469399,","1469705,","SMT3",1469315,1469834
"YDR511W","chrIV","+",1470016,1470418,1470016,1470418,1,"1470016,","1470418,","ACN9",1470032,1470501
"YDR512C","chrIV","-",1470499,1471063,1470499,1471063,1,"1470499,","1471063,","EMI1",1470809,1470397
"YDR513W","chrIV","+",1471016,1471448,1471016,1471448,1,"1471016,","1471448,","GRX2",1470995,1471530
"YDR514C","chrIV","-",1471547,1472999,1471547,1472999,1,"1471547,","1472999,","YDR514C",1473074,1471452
"YDR515W","chrIV","+",1473428,1474772,1473428,1474772,1,"1473428,","1474772,","SLF1",1473213,1474847
"YDR517W","chrIV","+",1477238,1478357,1477238,1478357,1,"1477238,","1478357,","GRH1",1477145,1478460
"YDR518W","chrIV","+",1478607,1480161,1478607,1480161,1,"1478607,","1480161,","EUG1",1478583,1480211
"YDR519W","chrIV","+",1480424,1480832,1480424,1480832,1,"1480424,","1480832,","FPR2",1480417,1481040
"YDR520C","chrIV","-",1481084,1483403,1481084,1483403,1,"1481084,","1483403,","URC2",1483501,1480950
"YDR524C","chrIV","-",1487541,1488990,1487541,1488990,1,"1487541,","1488990,","AGE1",1489057,1487271
"YDR524C-B","chrIV","-",1489597,1489798,1489597,1489798,1,"1489597,","1489798,","YDR524C-B",1489843,1489267
"YDR525W-A","chrIV","+",1490595,1490835,1490595,1490835,1,"1490595,","1490835,","SNA2",1490510,1491062
"YDR527W","chrIV","+",1491093,1492413,1491093,1492413,1,"1491093,","1492413,","RBA50",1491013,1492491
"YDR528W","chrIV","+",1494585,1495857,1494585,1495857,1,"1494585,","1495857,","HLR1",1494279,1495980
"YDR529C","chrIV","-",1496164,1496548,1496164,1496548,1,"1496164,","1496548,","QCR7",1496585,1495975
"YDR530C","chrIV","-",1496790,1497768,1496790,1497768,1,"1496790,","1497768,","APA2",1497773,1496638
"YDR531W","chrIV","+",1498231,1499335,1498231,1499335,1,"1498231,","1499335,","CAB1",1498141,1499408
"YDR532C","chrIV","-",1499395,1500553,1499395,1500553,1,"1499395,","1500553,","KRE28",1500588,1499334
"YDR533C","chrIV","-",1501446,1502160,1501446,1502160,1,"1501446,","1502160,","HSP31",1502199,1501380
"YDR534C","chrIV","-",1503313,1504900,1503313,1504900,1,"1503313,","1504900,","FIT1",1504922,1503313
"YDR538W","chrIV","+",1510901,1511630,1510901,1511630,1,"1510901,","1511630,","PAD1",1510852,1511853
"YDR539W","chrIV","+",1512093,1513605,1512093,1513605,1,"1512093,","1513605,","FDC1",1512062,1513665
"YDR540C","chrIV","-",1517135,1517675,1517135,1517675,1,"1517135,","1517675,","IRC4",1517758,1516827
"YDR541C","chrIV","-",1519663,1520698,1519663,1520698,1,"1519663,","1520698,","YDR541C",1520869,1519461
"YDR545W","chrIV","+",1526320,1531711,1526320,1531711,1,"1526320,","1531711,","YRF1-1",1525915,1531788
"YEL072W","chrV","+",13719,14415,13719,14415,1,"13719,","14415,","RMD6",13600,14745
"YEL071W","chrV","+",16354,17845,16354,17845,1,"16354,","17845,","DLD3",16342,17967
"YEL067C","chrV","-",26188,26776,26188,26776,1,"26188,","26776,","YEL067C",26538,26188
"YEL066W","chrV","+",26666,27206,26666,27206,1,"26666,","27206,","HPA3",26702,27283
"YEL065W","chrV","+",27656,29543,27656,29543,1,"27656,","29543,","SIT1",27637,29620
"YEL064C","chrV","-",29796,31239,29796,31239,1,"29796,","31239,","AVT2",31284,29688
"YEL063C","chrV","-",31693,33466,31693,33466,1,"31693,","33466,","CAN1",33685,31414
"YEL061C","chrV","-",36534,39537,36534,39537,1,"36534,","39537,","CIN8",39670,36273
"YEL060C","chrV","-",40045,41953,40045,41953,1,"40045,","41953,","PRB1",42008,39895
"YEL059C-A","chrV","-",42399,42624,42399,42624,1,"42399,","42624,","SOM1",42701,42364
"YEL058W","chrV","+",43251,44925,43251,44925,1,"43251,","44925,","PCM1",43214,44999
"YEL057C","chrV","-",45019,45721,45019,45721,1,"45019,","45721,","YEL057C",46034,44942
"YEL056W","chrV","+",47167,48373,47167,48373,1,"47167,","48373,","HAT2",47117,48483
"YEL055C","chrV","-",48470,51539,48470,51539,1,"48470,","51539,","POL5",51594,48281
"YEL054C","chrV","-",52720,53218,52720,53218,1,"52720,","53218,","RPL12A",53245,52483
"YEL053C","chrV","-",53900,56102,53900,56102,1,"53900,","56102,","MAK10",56148,53818
"YEL052W","chrV","+",56570,58100,56570,58100,1,"56570,","58100,","AFG1",56535,58166
"YEL051W","chrV","+",58377,59148,58377,59148,1,"58377,","59148,","VMA8",58331,59254
"YEL050C","chrV","-",59669,60851,59669,60851,1,"59669,","60851,","RML2",60902,59516
"YEL049W","chrV","+",63727,64090,63727,64090,1,"63727,","64090,","PAU2",63428,64090
"YEL048C","chrV","-",64708,65167,64708,65167,1,"64708,","65167,","TCA17",65188,64708
"YEL047C","chrV","-",65384,66797,65384,66797,1,"65384,","66797,","YEL047C",66811,65305
"YEL046C","chrV","-",67628,68792,67628,68792,1,"67628,","68792,","GLY1",68894,67506
"YEL044W","chrV","+",69756,70257,69756,70257,1,"69756,","70257,","IES6",69740,70308
"YEL043W","chrV","+",70477,73348,70477,73348,1,"70477,","73348,","YEL043W",70444,73414
"YEL042W","chrV","+",73770,75327,73770,75327,1,"73770,","75327,","GDA1",73687,75473
"YEL041W","chrV","+",75943,77431,75943,77431,1,"75943,","77431,","YEF1",75675,77756
"YEL040W","chrV","+",78052,79456,78052,79456,1,"78052,","79456,","UTR2",78037,79602
"YEL039C","chrV","-",79635,79977,79635,79977,1,"79635,","79977,","CYC7",80125,79635
"YEL038W","chrV","+",80461,81145,80461,81145,1,"80461,","81145,","UTR4",80415,81196
"YEL037C","chrV","-",81406,82603,81406,82603,1,"81406,","82603,","RAD23",82762,81245
"YEL036C","chrV","-",83049,84552,83049,84552,1,"83049,","84552,","ANP1",84697,82966
"YEL034W","chrV","+",85675,86149,85675,86149,1,"85675,","86149,","HYP2",85615,86367
"YEL032W","chrV","+",86936,89852,86936,89852,1,"86936,","89852,","MCM3",86886,90004
"YEL031W","chrV","+",90257,93905,90257,93905,1,"90257,","93905,","SPF1",90227,94007
"YEL029C","chrV","-",96857,97796,96857,97796,1,"96857,","97796,","BUD16",97861,96590
"YEL027W","chrV","+",100768,101251,100768,101251,1,"100768,","101251,","VMA3",100699,101504
"YEL026W","chrV","+",101942,102323,101942,102323,1,"101942,","102323,","SNU13",101853,102394
"YEL025C","chrV","-",102580,106147,102580,106147,1,"102580,","106147,","YEL025C",106164,102297
"YEL024W","chrV","+",107259,107907,107259,107907,1,"107259,","107907,","RIP1",107199,107907
"YEL023C","chrV","-",108503,110552,108503,110552,1,"108503,","110552,","YEL023C",111113,108385
"YEL022W","chrV","+",111420,115800,111420,115800,1,"111420,","115800,","GEA2",111354,115876
"YEL020W-A","chrV","+",117210,117474,117210,117474,1,"117210,","117474,","TIM9",117194,117590
"YEL019C","chrV","-",120497,121301,120497,121301,1,"120497,","121301,","MMS21",121311,120281
"YEL018W","chrV","+",121470,122310,121470,122310,1,"121470,","122310,","EAF5",121467,122400
"YEL017C-A","chrV","-",122797,122929,122797,122929,1,"122797,","122929,","PMP2",122959,122658
"YEL017W","chrV","+",123656,124670,123656,124670,1,"123656,","124670,","GTT3",123647,124761
"YEL016C","chrV","-",124736,126218,124736,126218,1,"124736,","126218,","NPP2",126396,124537
"YEL015W","chrV","+",126628,128284,126628,128284,1,"126628,","128284,","EDC3",126596,128450
"YEL013W","chrV","+",128824,130561,128824,130561,1,"128824,","130561,","VAC8",128588,130735
"YEL012W","chrV","+",131771,132551,131771,132551,2,"131771,131899,","131776,132551,","UBC8",131677,132660
"YEL009C","chrV","-",138917,139763,138917,139763,1,"138917,","139763,","GCN4",140334,138823
"YEL007W","chrV","+",141891,143892,141891,143892,1,"141891,","143892,","YEL007W",141640,143925
"YEL006W","chrV","+",144326,145334,144326,145334,1,"144326,","145334,","YEA6",144270,145702
"YEL005C","chrV","-",145906,146755,145906,146755,1,"145906,","146755,","VAB2",146791,145825
"YEL004W","chrV","+",146950,147979,146950,147979,1,"146950,","147979,","YEA4",146919,148312
"YEL003W","chrV","+",148175,148599,148175,148599,2,"148175,148282,","148194,148599,","GIM4",148167,148723
"YEL002C","chrV","-",148721,150014,148721,150014,1,"148721,","150014,","WBP1",150064,148649
"YEL001C","chrV","-",150300,150978,150300,150978,1,"150300,","150978,","IRC22",151005,150206
"YER001W","chrV","+",153519,155808,153519,155808,1,"153519,","155808,","MNN1",153471,155912
"YER002W","chrV","+",156802,157498,156802,157498,1,"156802,","157498,","NOP16",156754,157586
"YER003C","chrV","-",157735,159118,157735,159118,2,"157735,159087,","158994,159118,","PMI40",159162,157672
"YER004W","chrV","+",159579,160275,159579,160275,1,"159579,","160275,","FMP52",159570,160529
"YER006W","chrV","+",162722,164285,162722,164285,1,"162722,","164285,","NUG1",162696,164379
"YER007W","chrV","+",164526,166083,164526,166083,1,"164526,","166083,","PAC2",164504,166238
"YER007C-A","chrV","-",166236,166885,166236,166885,2,"166236,166874,","166771,166885,","TMA20",166925,166048
"YER008C","chrV","-",167807,171818,167807,171818,1,"167807,","171818,","SEC3",171884,167735
"YER009W","chrV","+",172114,172492,172114,172492,1,"172114,","172492,","NTF2",172081,172666
"YER010C","chrV","-",172633,173338,172633,173338,1,"172633,","173338,","YER010C",173367,172568
"YER011W","chrV","+",175247,176012,175247,176012,1,"175247,","176012,","TIR1",175194,176166
"YER012W","chrV","+",177834,178431,177834,178431,1,"177834,","178431,","PRE1",177773,178560
"YER013W","chrV","+",178840,182278,178840,182278,1,"178840,","182278,","PRP22",178807,182357
"YER014W","chrV","+",182599,184219,182599,184219,1,"182599,","184219,","HEM14",182569,184330
"YER015W","chrV","+",184540,186775,184540,186775,1,"184540,","186775,","FAA2",184519,187014
"YER016W","chrV","+",188276,189311,188276,189311,1,"188276,","189311,","BIM1",188243,189429
"YER017C","chrV","-",189502,191788,189502,191788,1,"189502,","191788,","AFG3",191869,189322
"YER018C","chrV","-",191958,192624,191958,192624,1,"191958,","192624,","SPC25",192687,191885
"YER019W","chrV","+",192796,194230,192796,194230,1,"192796,","194230,","ISC1",192884,194319
